epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,839.62,1.16444,0.67572,1.24453,0.54214,0.55293,0.54311,0.27123,1.83778,1.07721,1.96877,0.000151943,0.000151943,0.000151943
80,850.468,1.1592,0.66718,1.25644,0.56998,0.51287,0.53197,0.26463,1.86366,1.09891,1.9848,0.000145339,0.000145339,0.000145339
81,861.376,1.15893,0.67509,1.24697,0.53908,0.53214,0.53821,0.26991,1.85712,1.11427,1.9912,0.000138736,0.000138736,0.000138736
82,872.319,1.15631,0.67459,1.23685,0.55661,0.54339,0.53413,0.26408,1.8444,1.09088,1.96678,0.000132133,0.000132133,0.000132133
83,883.197,1.15623,0.66837,1.23945,0.59043,0.50978,0.53151,0.26657,1.84308,1.09169,1.97379,0.000125529,0.000125529,0.000125529
84,894.075,1.14405,0.66236,1.23598,0.57728,0.53128,0.53921,0.26837,1.8439,1.07841,1.96642,0.000118926,0.000118926,0.000118926
85,905.006,1.1448,0.67165,1.23814,0.55102,0.53453,0.53026,0.26629,1.84715,1.08482,1.99259,0.000112323,0.000112323,0.000112323
86,916.072,1.14889,0.67029,1.24949,0.57901,0.53423,0.53451,0.26557,1.85482,1.08439,1.98626,0.00010572,0.00010572,0.00010572
87,927.024,1.13457,0.65966,1.23915,0.57036,0.52574,0.53139,0.26574,1.8464,1.08927,1.97978,9.91162e-05,9.91162e-05,9.91162e-05
88,938.266,1.12929,0.65141,1.22847,0.59031,0.51109,0.52884,0.2638,1.84227,1.08191,1.97709,9.25129e-05,9.25129e-05,9.25129e-05
89,949.185,1.1276,0.65101,1.23238,0.56592,0.53397,0.5342,0.265,1.84602,1.08003,1.98203,8.59096e-05,8.59096e-05,8.59096e-05
90,960.02,1.14398,0.66364,1.23385,0.55684,0.53564,0.53488,0.2671,1.84631,1.08419,1.98174,7.93063e-05,7.93063e-05,7.93063e-05
91,988.628,1.12572,0.60356,1.28319,0.55424,0.53265,0.53163,0.26356,1.84963,1.08341,1.9878,7.2703e-05,7.2703e-05,7.2703e-05
92,1000.46,1.09726,0.59168,1.2703,0.54015,0.5335,0.52355,0.26211,1.84245,1.09959,1.98576,6.60997e-05,6.60997e-05,6.60997e-05
93,1012.3,1.0841,0.58056,1.26423,0.56765,0.54524,0.53743,0.26733,1.8449,1.08716,1.98708,5.94964e-05,5.94964e-05,5.94964e-05
94,1024.13,1.08241,0.58114,1.26304,0.56306,0.52615,0.53189,0.26628,1.84116,1.07724,1.9916,5.28931e-05,5.28931e-05,5.28931e-05
95,1035.12,1.07798,0.57692,1.25102,0.54965,0.53874,0.52975,0.26352,1.84788,1.09879,1.99117,4.62898e-05,4.62898e-05,4.62898e-05
96,1045.76,1.06986,0.57093,1.24702,0.55415,0.53814,0.53097,0.26485,1.84416,1.08975,1.99163,3.96865e-05,3.96865e-05,3.96865e-05
97,1056.35,1.06627,0.57094,1.25008,0.55731,0.52875,0.52917,0.26637,1.84541,1.08787,1.98701,3.30832e-05,3.30832e-05,3.30832e-05
98,1066.98,1.06098,0.56607,1.25286,0.56849,0.53229,0.532,0.26607,1.84591,1.07722,1.99053,2.64799e-05,2.64799e-05,2.64799e-05
99,1077.59,1.05781,0.5681,1.23314,0.58636,0.51507,0.53339,0.26693,1.84553,1.08166,1.99357,1.98766e-05,1.98766e-05,1.98766e-05
100,1088.26,1.05381,0.5581,1.23846,0.5625,0.53136,0.5319,0.26523,1.84459,1.08103,1.99856,1.32733e-05,1.32733e-05,1.32733e-05
