epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,4265.28,0.56713,0.51997,1.09229,0.95174,0.90459,0.96037,0.86022,0.52314,0.42957,1.05803,0.005842,0.005842,0.005842
44,4360.53,0.55877,0.50435,1.08575,0.94966,0.90582,0.95433,0.85744,0.52672,0.40992,1.05364,0.005743,0.005743,0.005743
45,4456.77,0.5666,0.50855,1.09282,0.95558,0.90701,0.95783,0.85051,0.5451,0.43973,1.06977,0.005644,0.005644,0.005644
46,4552.75,0.56314,0.51065,1.09256,0.95461,0.9241,0.96013,0.86617,0.51836,0.39313,1.04397,0.005545,0.005545,0.005545
47,4648.82,0.55831,0.49496,1.08913,0.94558,0.92358,0.96041,0.85699,0.5214,0.40873,1.03191,0.005446,0.005446,0.005446
48,4744.75,0.55765,0.50194,1.08984,0.9503,0.91429,0.96126,0.86864,0.51769,0.39581,1.02668,0.005347,0.005347,0.005347
49,4840.77,0.55516,0.49785,1.08538,0.94619,0.91518,0.95754,0.86006,0.50951,0.40049,1.03123,0.005248,0.005248,0.005248
50,4936.41,0.55079,0.48701,1.08575,0.95054,0.90723,0.95884,0.86208,0.50906,0.41349,1.03448,0.005149,0.005149,0.005149
51,5032.36,0.55003,0.48464,1.08321,0.94237,0.93982,0.96675,0.87077,0.50457,0.36946,1.02339,0.00505,0.00505,0.00505
52,5128.16,0.54386,0.47846,1.07965,0.948,0.91893,0.9624,0.87058,0.50113,0.38418,1.03504,0.004951,0.004951,0.004951
53,5224.09,0.54544,0.47671,1.08079,0.95554,0.92789,0.96284,0.87326,0.50012,0.38416,1.02483,0.004852,0.004852,0.004852
54,5319.9,0.5372,0.47403,1.08021,0.95355,0.9305,0.96424,0.87079,0.52015,0.38459,1.04863,0.004753,0.004753,0.004753
55,5415.72,0.53654,0.47946,1.07759,0.95718,0.92552,0.95495,0.86552,0.50084,0.37821,1.02853,0.004654,0.004654,0.004654
56,5511.57,0.54199,0.47314,1.08183,0.93729,0.9162,0.95199,0.85275,0.52031,0.39164,1.04428,0.004555,0.004555,0.004555
57,5607.57,0.52757,0.46263,1.0685,0.96571,0.92698,0.96478,0.87076,0.50408,0.37264,1.02705,0.004456,0.004456,0.004456
58,5703.52,0.5256,0.46608,1.06964,0.95274,0.92012,0.95682,0.86508,0.50957,0.39341,1.04029,0.004357,0.004357,0.004357
59,5799.38,0.52596,0.4633,1.06859,0.95356,0.92472,0.96175,0.87222,0.50516,0.38247,1.03858,0.004258,0.004258,0.004258
60,5895.61,0.52483,0.46337,1.06541,0.95338,0.92798,0.96012,0.8693,0.50952,0.39508,1.03722,0.004159,0.004159,0.004159
61,5991.69,0.51841,0.45745,1.06627,0.94048,0.92567,0.9604,0.86685,0.51819,0.39528,1.04695,0.00406,0.00406,0.00406
62,6087.57,0.5222,0.45509,1.06952,0.95089,0.927,0.96129,0.87113,0.50218,0.38726,1.03477,0.003961,0.003961,0.003961
63,6183.73,0.51098,0.45171,1.06171,0.96207,0.92257,0.96246,0.87398,0.50687,0.39022,1.0403,0.003862,0.003862,0.003862
64,6279.62,0.51405,0.4481,1.06379,0.94367,0.92767,0.96134,0.8685,0.5027,0.38229,1.03343,0.003763,0.003763,0.003763
65,6375.48,0.51139,0.44589,1.06251,0.9521,0.9219,0.95874,0.86446,0.51351,0.39388,1.04552,0.003664,0.003664,0.003664
66,6471.62,0.50407,0.44218,1.05679,0.95755,0.92313,0.95727,0.86426,0.51293,0.3767,1.04868,0.003565,0.003565,0.003565
67,6567.6,0.49782,0.43057,1.05259,0.9495,0.93305,0.95726,0.86508,0.5123,0.39151,1.04847,0.003466,0.003466,0.003466
68,6663.5,0.50368,0.43844,1.06011,0.95722,0.92268,0.9599,0.86879,0.50525,0.37828,1.03608,0.003367,0.003367,0.003367
69,6759.65,0.5036,0.43621,1.05282,0.95945,0.93107,0.96304,0.8777,0.49862,0.37235,1.02614,0.003268,0.003268,0.003268
70,6855.67,0.49977,0.43278,1.05507,0.95389,0.92755,0.96428,0.87796,0.50114,0.37495,1.03325,0.003169,0.003169,0.003169
71,6951.58,0.49737,0.4343,1.05495,0.96034,0.91715,0.96039,0.87605,0.49818,0.37973,1.03022,0.00307,0.00307,0.00307
72,7047.3,0.49233,0.42463,1.05083,0.941,0.92267,0.95862,0.86936,0.50996,0.38664,1.04165,0.002971,0.002971,0.002971
73,7143.24,0.49465,0.42744,1.0517,0.95917,0.91877,0.95953,0.86809,0.51145,0.38226,1.04469,0.002872,0.002872,0.002872
74,7239.55,0.48599,0.41695,1.04995,0.95679,0.92429,0.9613,0.87034,0.49844,0.36819,1.03282,0.002773,0.002773,0.002773
75,7335.31,0.48749,0.41549,1.04576,0.95203,0.91453,0.9586,0.86993,0.48766,0.37608,1.02284,0.002674,0.002674,0.002674
76,7431.12,0.48304,0.41581,1.04572,0.95129,0.9177,0.95807,0.86867,0.49438,0.38739,1.02707,0.002575,0.002575,0.002575
77,7527.12,0.48195,0.4165,1.04659,0.95705,0.92583,0.96064,0.87023,0.50114,0.38582,1.03411,0.002476,0.002476,0.002476
78,7622.99,0.47533,0.40892,1.0413,0.95389,0.91666,0.96194,0.86676,0.50468,0.39709,1.0359,0.002377,0.002377,0.002377
79,7718.93,0.47105,0.40572,1.03563,0.95101,0.92851,0.96256,0.87108,0.50638,0.37819,1.03906,0.002278,0.002278,0.002278
80,7814.87,0.47335,0.40402,1.04521,0.95281,0.93239,0.96097,0.87299,0.49983,0.3788,1.03363,0.002179,0.002179,0.002179
81,7910.84,0.4642,0.39444,1.03624,0.95861,0.91437,0.9618,0.87585,0.49421,0.37954,1.03136,0.00208,0.00208,0.00208
