epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,24.7527,1.375,0.83984,1.4193,0.71507,0.78966,0.76688,0.45727,1.43385,0.74266,1.54509,0.000364722,0.000364722,0.000364722
2,44.6186,1.25122,0.73945,1.31749,0.74383,0.83949,0.81649,0.47848,1.40823,0.67856,1.53174,0.000727779,0.000727779,0.000727779
3,61.4802,1.24834,0.74719,1.30692,0.75713,0.84168,0.84268,0.49052,1.40024,0.70005,1.54574,0.0010835,0.0010835,0.0010835
4,78.7043,1.2491,0.74066,1.32181,0.81508,0.84686,0.85906,0.5116,1.39156,0.6682,1.52865,0.001078,0.001078,0.001078
5,95.6975,1.21729,0.71533,1.2912,0.83345,0.84139,0.86925,0.49925,1.45289,0.67599,1.5884,0.001067,0.001067,0.001067
6,112.231,1.2236,0.71064,1.2871,0.88493,0.85389,0.89484,0.52098,1.38639,0.6702,1.53663,0.00105601,0.00105601,0.00105601
7,126.953,1.20441,0.68892,1.29114,0.86775,0.86153,0.88449,0.51772,1.39039,0.67033,1.54675,0.00104501,0.00104501,0.00104501
8,141.458,1.18763,0.6937,1.27804,0.87194,0.84834,0.89025,0.51566,1.41567,0.67056,1.55754,0.00103401,0.00103401,0.00103401
9,155.977,1.18506,0.68453,1.26858,0.84553,0.85154,0.87116,0.49763,1.43422,0.67073,1.59271,0.00102301,0.00102301,0.00102301
10,170.689,1.1821,0.68521,1.264,0.85964,0.86034,0.88906,0.50271,1.459,0.66365,1.59922,0.00101201,0.00101201,0.00101201
11,186.832,1.15335,0.66163,1.25285,0.83197,0.8529,0.89027,0.51326,1.42599,0.64296,1.57953,0.00100101,0.00100101,0.00100101
