epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,6306.05,0.60402,0.48621,1.10699,0.94216,0.90028,0.95111,0.86191,0.53189,0.43511,1.0295,0.00406,0.00406,0.00406
62,6409.87,0.59656,0.46637,1.09514,0.93551,0.91117,0.95515,0.86598,0.52146,0.41516,1.02202,0.003961,0.003961,0.003961
63,6509.41,0.59267,0.47724,1.09723,0.94088,0.9094,0.95127,0.86102,0.53141,0.44484,1.03412,0.003862,0.003862,0.003862
64,6610.55,0.59504,0.4691,1.09929,0.94144,0.90384,0.95047,0.85864,0.53646,0.42827,1.02363,0.003763,0.003763,0.003763
65,6711.31,0.583,0.46613,1.09012,0.9348,0.90581,0.94829,0.85633,0.54683,0.43681,1.03221,0.003664,0.003664,0.003664
66,6812.24,0.58028,0.4638,1.08744,0.92435,0.91135,0.95315,0.86383,0.53844,0.44242,1.03355,0.003565,0.003565,0.003565
67,6911.25,0.57573,0.46524,1.09386,0.94926,0.91274,0.95724,0.8699,0.537,0.42566,1.02301,0.003466,0.003466,0.003466
68,7009.92,0.57565,0.45874,1.08641,0.92213,0.92241,0.95581,0.86853,0.52662,0.42772,1.02164,0.003367,0.003367,0.003367
69,7113.81,0.57953,0.46204,1.08648,0.93779,0.92149,0.95735,0.87179,0.5373,0.43297,1.02686,0.003268,0.003268,0.003268
70,7216.43,0.57124,0.45919,1.08761,0.94892,0.9091,0.95541,0.86747,0.5339,0.43593,1.0262,0.003169,0.003169,0.003169
71,7315.99,0.57669,0.45491,1.09032,0.94586,0.90442,0.95254,0.86152,0.53445,0.4493,1.03153,0.00307,0.00307,0.00307
72,7410.88,0.56467,0.44477,1.08183,0.95342,0.90777,0.95437,0.85851,0.53956,0.43452,1.0277,0.002971,0.002971,0.002971
73,7511.66,0.55686,0.44369,1.07578,0.95247,0.90977,0.95398,0.8586,0.54131,0.42788,1.03036,0.002872,0.002872,0.002872
74,7615.64,0.55757,0.44028,1.07603,0.93913,0.90727,0.95501,0.85977,0.53998,0.42146,1.0329,0.002773,0.002773,0.002773
75,7723.91,0.55564,0.43885,1.07828,0.95144,0.90726,0.95651,0.86272,0.53821,0.42694,1.03034,0.002674,0.002674,0.002674
76,7822.05,0.55559,0.43649,1.07791,0.93017,0.92176,0.95645,0.8646,0.54007,0.41504,1.03735,0.002575,0.002575,0.002575
77,7927.65,0.55322,0.43233,1.07414,0.94058,0.91215,0.95581,0.86404,0.53357,0.41732,1.02913,0.002476,0.002476,0.002476
78,8034.02,0.55158,0.43159,1.07484,0.94865,0.90347,0.95397,0.86476,0.53344,0.42508,1.03087,0.002377,0.002377,0.002377
79,8135.12,0.53868,0.42493,1.0683,0.93137,0.91022,0.95057,0.8604,0.53376,0.43538,1.03531,0.002278,0.002278,0.002278
80,8237.77,0.53614,0.41868,1.06514,0.95048,0.89909,0.94998,0.85912,0.5374,0.42963,1.03831,0.002179,0.002179,0.002179
81,8338.42,0.54148,0.41786,1.06695,0.94473,0.90766,0.95204,0.85894,0.54372,0.42818,1.04376,0.00208,0.00208,0.00208
82,8447.41,0.53348,0.41531,1.06662,0.94431,0.90663,0.94983,0.86006,0.53706,0.43668,1.03771,0.001981,0.001981,0.001981
83,8548.73,0.52975,0.41482,1.06137,0.94275,0.90466,0.94993,0.85828,0.54116,0.44026,1.03934,0.001882,0.001882,0.001882
84,8654.52,0.523,0.4114,1.06122,0.94609,0.90106,0.95338,0.86253,0.54325,0.42829,1.04506,0.001783,0.001783,0.001783
85,8757.25,0.52944,0.40819,1.06414,0.96374,0.8895,0.95441,0.86726,0.53274,0.43586,1.03672,0.001684,0.001684,0.001684
86,8859.09,0.52477,0.40639,1.06226,0.96196,0.89678,0.95598,0.87048,0.52919,0.43459,1.03079,0.001585,0.001585,0.001585
87,8964.45,0.51783,0.40397,1.05834,0.94588,0.91382,0.95687,0.87007,0.52897,0.43452,1.03177,0.001486,0.001486,0.001486
88,9066.17,0.51047,0.39728,1.05474,0.94181,0.91845,0.9559,0.8694,0.52654,0.42587,1.03004,0.001387,0.001387,0.001387
89,9172.08,0.51626,0.39637,1.05681,0.93766,0.92328,0.955,0.87089,0.52953,0.43398,1.03351,0.001288,0.001288,0.001288
90,9281.35,0.51254,0.39774,1.05132,0.94397,0.91399,0.95462,0.87073,0.52684,0.43177,1.03393,0.001189,0.001189,0.001189
91,9412.32,0.3978,0.21902,1.01117,0.93419,0.91989,0.9531,0.87169,0.52217,0.43611,1.02653,0.00109,0.00109,0.00109
92,9515.13,0.38512,0.2074,1.00461,0.95115,0.90415,0.9508,0.87034,0.52306,0.44092,1.0226,0.000991,0.000991,0.000991
93,9614.34,0.37091,0.20287,0.99103,0.93718,0.91416,0.94855,0.86884,0.5253,0.4353,1.02399,0.000892,0.000892,0.000892
94,9716.02,0.36694,0.19962,0.98554,0.95082,0.90681,0.94414,0.86413,0.52483,0.4376,1.02475,0.000793,0.000793,0.000793
95,9816.59,0.36149,0.19766,0.986,0.9513,0.90897,0.94479,0.863,0.5229,0.43844,1.02332,0.000694,0.000694,0.000694
96,9915.62,0.35539,0.19346,0.97814,0.94873,0.91386,0.94691,0.86342,0.51994,0.4411,1.02314,0.000595,0.000595,0.000595
97,10015.8,0.34476,0.18814,0.9693,0.9495,0.90871,0.9461,0.86565,0.52125,0.43996,1.02431,0.000496,0.000496,0.000496
98,10118.6,0.35109,0.18783,0.97771,0.94824,0.91199,0.94701,0.86839,0.51868,0.44574,1.02252,0.000397,0.000397,0.000397
99,10219.6,0.3429,0.18461,0.97261,0.9497,0.90989,0.94749,0.8684,0.5182,0.45385,1.02213,0.000298,0.000298,0.000298
100,10320.2,0.33702,0.18308,0.96653,0.94913,0.91079,0.9472,0.87006,0.51839,0.4552,1.02429,0.000199,0.000199,0.000199
