epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,123.055,0.64126,0.68543,1.15202,0.93007,0.91813,0.95511,0.85617,0.51482,0.39969,1.03783,0.00332602,0.00332602,0.00332602
2,230.118,0.61813,0.60566,1.13063,0.9413,0.91779,0.95612,0.85382,0.55481,0.43998,1.06123,0.00659343,0.00659343,0.00659343
3,335.943,0.67325,0.69085,1.1613,0.90499,0.89288,0.93895,0.81057,0.60812,0.52821,1.10763,0.00979483,0.00979483,0.00979483
4,441.564,0.74731,0.82154,1.20736,0.91691,0.8899,0.94417,0.80328,0.63412,0.52195,1.1308,0.009703,0.009703,0.009703
5,549.679,0.75062,0.81659,1.2112,0.90628,0.90016,0.94053,0.80016,0.64796,0.52261,1.13684,0.009604,0.009604,0.009604
6,658.436,0.75179,0.81377,1.20472,0.87322,0.89911,0.92973,0.78408,0.65934,0.57989,1.14516,0.009505,0.009505,0.009505
7,768.334,0.75081,0.81014,1.20628,0.90498,0.86538,0.92995,0.79476,0.63975,0.56633,1.14548,0.009406,0.009406,0.009406
8,875.546,0.74521,0.80284,1.20809,0.91562,0.85946,0.93722,0.80096,0.62965,0.55102,1.12343,0.009307,0.009307,0.009307
9,980.973,0.74052,0.7834,1.20011,0.92072,0.90854,0.95487,0.81813,0.61141,0.49221,1.10383,0.009208,0.009208,0.009208
10,1090.85,0.73517,0.78067,1.19928,0.87343,0.83425,0.90209,0.74256,0.68001,0.65117,1.18926,0.009109,0.009109,0.009109
11,1199.18,0.72407,0.7705,1.19319,0.90816,0.87538,0.93944,0.79241,0.64519,0.5622,1.15265,0.00901,0.00901,0.00901
12,1307.62,0.72369,0.75992,1.18971,0.89794,0.89721,0.93457,0.79888,0.63012,0.56595,1.12038,0.008911,0.008911,0.008911
13,1414.73,0.71484,0.73842,1.18315,0.91887,0.91683,0.95903,0.82457,0.60132,0.48915,1.09476,0.008812,0.008812,0.008812
14,1522.79,0.71602,0.74125,1.18437,0.9023,0.89659,0.94528,0.81018,0.61096,0.52487,1.10793,0.008713,0.008713,0.008713
15,1620.45,0.70924,0.7296,1.18104,0.92335,0.89771,0.94519,0.82299,0.60021,0.49545,1.0842,0.008614,0.008614,0.008614
16,1716.03,0.7065,0.73108,1.1783,0.91564,0.89027,0.95063,0.82541,0.61026,0.47865,1.11573,0.008515,0.008515,0.008515
17,1818.56,0.69909,0.71599,1.17693,0.93074,0.9104,0.96019,0.83413,0.59501,0.46738,1.08488,0.008416,0.008416,0.008416
18,1916.4,0.70259,0.71384,1.17628,0.93385,0.8986,0.95279,0.83439,0.59853,0.50018,1.10486,0.008317,0.008317,0.008317
19,2013.51,0.70168,0.70826,1.17582,0.93218,0.88962,0.95611,0.82788,0.5942,0.48809,1.09692,0.008218,0.008218,0.008218
20,2107.16,0.68653,0.69567,1.16807,0.89798,0.91012,0.95178,0.82301,0.59923,0.50535,1.10907,0.008119,0.008119,0.008119
21,2200.63,0.68516,0.69561,1.1663,0.90892,0.89084,0.94159,0.81614,0.60643,0.48836,1.11684,0.00802,0.00802,0.00802
22,2296.44,0.67839,0.67771,1.16402,0.92344,0.91321,0.95196,0.82284,0.58123,0.46254,1.08207,0.007921,0.007921,0.007921
23,2390.82,0.67523,0.66807,1.15937,0.93268,0.90936,0.95626,0.82784,0.58654,0.46457,1.08491,0.007822,0.007822,0.007822
24,2484.7,0.67425,0.67134,1.16038,0.92093,0.90294,0.94839,0.82774,0.58342,0.50148,1.08245,0.007723,0.007723,0.007723
25,2578.87,0.66534,0.65931,1.15003,0.9243,0.92142,0.94874,0.84165,0.57227,0.48314,1.07914,0.007624,0.007624,0.007624
26,2673.16,0.66455,0.66353,1.15299,0.92866,0.91843,0.96104,0.84823,0.57962,0.43812,1.09123,0.007525,0.007525,0.007525
27,2767.7,0.66697,0.65021,1.15054,0.92836,0.89689,0.94039,0.82517,0.58947,0.48944,1.08149,0.007426,0.007426,0.007426
28,2861.68,0.66026,0.654,1.1526,0.92699,0.91708,0.94975,0.83384,0.57808,0.46225,1.09676,0.007327,0.007327,0.007327
29,2956.25,0.65415,0.63765,1.14561,0.90235,0.92703,0.95226,0.84926,0.56596,0.46289,1.07366,0.007228,0.007228,0.007228
30,3058.31,0.66337,0.63363,1.14855,0.95498,0.91819,0.95871,0.83866,0.56932,0.44367,1.06504,0.007129,0.007129,0.007129
31,3157.21,0.64851,0.63214,1.14318,0.93116,0.91964,0.96023,0.84888,0.5494,0.4278,1.06412,0.00703,0.00703,0.00703
32,3259.65,0.6503,0.62648,1.14917,0.9216,0.91256,0.95954,0.83286,0.56925,0.45435,1.08033,0.006931,0.006931,0.006931
33,3364.6,0.64852,0.63455,1.14372,0.9202,0.92377,0.96083,0.85023,0.55765,0.43419,1.06155,0.006832,0.006832,0.006832
34,3464.84,0.64078,0.618,1.138,0.93671,0.93708,0.96601,0.86576,0.53968,0.41937,1.05338,0.006733,0.006733,0.006733
35,3565.04,0.63726,0.6089,1.13566,0.9386,0.92952,0.96004,0.85127,0.54055,0.41919,1.05059,0.006634,0.006634,0.006634
36,3665.9,0.63776,0.61283,1.14099,0.94194,0.90766,0.96051,0.84557,0.55804,0.43568,1.06791,0.006535,0.006535,0.006535
37,3764.96,0.63428,0.59086,1.13729,0.95834,0.90282,0.96614,0.85969,0.54439,0.42267,1.05717,0.006436,0.006436,0.006436
38,3866.59,0.63064,0.58827,1.13255,0.95058,0.89592,0.95461,0.85039,0.5481,0.44422,1.07824,0.006337,0.006337,0.006337
39,3970.97,0.6224,0.59251,1.12644,0.92645,0.93763,0.96521,0.85847,0.53489,0.39931,1.04902,0.006238,0.006238,0.006238
40,4069.89,0.61957,0.58211,1.12665,0.95288,0.91181,0.95966,0.85571,0.53774,0.41324,1.05832,0.006139,0.006139,0.006139
41,4164.2,0.61894,0.58232,1.1262,0.94541,0.92109,0.95948,0.84472,0.54659,0.4189,1.06417,0.00604,0.00604,0.00604
42,4261.99,0.62089,0.5815,1.12466,0.94851,0.91759,0.95873,0.86105,0.52437,0.4159,1.04287,0.005941,0.005941,0.005941
43,4361.58,0.61325,0.58083,1.12059,0.95159,0.92207,0.96076,0.86126,0.5299,0.4058,1.04505,0.005842,0.005842,0.005842
44,4465.6,0.6033,0.57228,1.11284,0.95046,0.90544,0.96021,0.85651,0.54056,0.40874,1.05474,0.005743,0.005743,0.005743
45,4565.33,0.60621,0.56717,1.11892,0.95312,0.92621,0.96051,0.86014,0.52652,0.40241,1.04304,0.005644,0.005644,0.005644
46,4665.82,0.60093,0.56297,1.11549,0.94682,0.89953,0.95493,0.85197,0.53976,0.44191,1.05504,0.005545,0.005545,0.005545
47,4768.3,0.59973,0.55652,1.11385,0.95589,0.90375,0.95644,0.86117,0.52748,0.43286,1.04393,0.005446,0.005446,0.005446
48,4870.52,0.59426,0.55408,1.11147,0.95837,0.90393,0.96184,0.8652,0.52364,0.40223,1.04033,0.005347,0.005347,0.005347
49,4971.59,0.59272,0.55554,1.11135,0.95481,0.90752,0.95849,0.85753,0.53015,0.43083,1.04307,0.005248,0.005248,0.005248
50,5072.77,0.58789,0.54318,1.10866,0.95071,0.91276,0.96278,0.86964,0.51444,0.40921,1.02611,0.005149,0.005149,0.005149
51,5173.18,0.58918,0.53647,1.10795,0.95397,0.9196,0.96203,0.86435,0.51629,0.40387,1.03106,0.00505,0.00505,0.00505
52,5274.11,0.58284,0.53028,1.10428,0.95026,0.91697,0.96308,0.86654,0.51486,0.41838,1.04925,0.004951,0.004951,0.004951
53,5376.23,0.58248,0.52882,1.1035,0.94958,0.92358,0.96051,0.85833,0.53068,0.40709,1.05021,0.004852,0.004852,0.004852
54,5475.32,0.57847,0.52767,1.10435,0.96059,0.92644,0.96445,0.86971,0.5192,0.39316,1.04541,0.004753,0.004753,0.004753
55,5575.1,0.57177,0.52579,1.09737,0.95697,0.91647,0.96014,0.8648,0.5175,0.39066,1.0506,0.004654,0.004654,0.004654
56,5674.64,0.57837,0.5173,1.10575,0.95026,0.92742,0.95688,0.86035,0.51804,0.40602,1.04631,0.004555,0.004555,0.004555
57,5774.34,0.5642,0.51058,1.09087,0.9516,0.92593,0.96084,0.86889,0.50095,0.38676,1.02532,0.004456,0.004456,0.004456
58,5875.68,0.56726,0.50762,1.09377,0.96033,0.92155,0.96214,0.85912,0.51464,0.41365,1.04672,0.004357,0.004357,0.004357
59,5972.26,0.55822,0.50842,1.08789,0.95883,0.91691,0.96144,0.87153,0.50669,0.40731,1.0306,0.004258,0.004258,0.004258
60,6071.93,0.55666,0.51126,1.08573,0.95403,0.9251,0.95965,0.8689,0.50848,0.40437,1.03786,0.004159,0.004159,0.004159
61,6169.95,0.5538,0.50876,1.0875,0.93862,0.92202,0.95797,0.86724,0.50993,0.43064,1.03321,0.00406,0.00406,0.00406
62,6265.04,0.55374,0.49634,1.08911,0.95685,0.92042,0.96256,0.86746,0.51033,0.39225,1.03166,0.003961,0.003961,0.003961
