epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2927.93,1.02138,0.75725,1.22615,0.86308,0.70699,0.77606,0.44689,1.34738,0.8227,1.49909,0.000660045,0.000660045,0.000660045
43,2994.85,0.99221,0.74333,1.21917,0.84169,0.71742,0.77439,0.44131,1.36587,0.83388,1.50013,0.000649046,0.000649046,0.000649046
44,3064.79,1.0099,0.7525,1.22662,0.84357,0.7165,0.7706,0.4352,1.37144,0.83257,1.5108,0.000638047,0.000638047,0.000638047
45,3135.98,1.00609,0.74288,1.22596,0.83004,0.72795,0.77706,0.4457,1.35402,0.82081,1.48529,0.000627048,0.000627048,0.000627048
46,3205.94,0.99429,0.74529,1.21688,0.85689,0.72012,0.77639,0.44051,1.37094,0.82424,1.50294,0.000616049,0.000616049,0.000616049
47,3276.02,0.99762,0.74341,1.2218,0.84487,0.72007,0.77336,0.43802,1.37626,0.83266,1.49898,0.000605051,0.000605051,0.000605051
48,3345.78,0.99072,0.74153,1.21848,0.8249,0.72948,0.77074,0.44159,1.35612,0.83232,1.48004,0.000594052,0.000594052,0.000594052
49,3415.6,0.99575,0.73277,1.21741,0.84696,0.71167,0.77222,0.44325,1.36347,0.83014,1.49369,0.000583053,0.000583053,0.000583053
50,3486.45,0.98072,0.72745,1.21166,0.8401,0.72082,0.77002,0.43779,1.36641,0.83333,1.50373,0.000572054,0.000572054,0.000572054
51,3559.12,0.99202,0.72928,1.21186,0.85234,0.72701,0.77619,0.4427,1.36426,0.82598,1.50045,0.000561055,0.000561055,0.000561055
52,3630.06,0.98245,0.7298,1.21306,0.84775,0.72176,0.7743,0.44149,1.37128,0.82252,1.49817,0.000550056,0.000550056,0.000550056
53,3703.28,0.98361,0.72285,1.21626,0.84981,0.72357,0.77451,0.44344,1.35956,0.81699,1.49286,0.000539057,0.000539057,0.000539057
54,3773.27,0.97506,0.71362,1.20575,0.85516,0.72275,0.77419,0.44236,1.37034,0.82175,1.50221,0.000528058,0.000528058,0.000528058
55,3844.91,0.9751,0.71567,1.20566,0.85358,0.71657,0.77308,0.44116,1.36769,0.82587,1.49803,0.000517059,0.000517059,0.000517059
56,3917.43,0.97764,0.71896,1.20231,0.86055,0.71544,0.77312,0.4416,1.36023,0.81918,1.49659,0.00050606,0.00050606,0.00050606
57,3988.7,0.97856,0.71389,1.20698,0.85991,0.71179,0.77481,0.4369,1.37424,0.82339,1.50864,0.000495062,0.000495062,0.000495062
58,4060.37,0.96442,0.70457,1.1976,0.84453,0.71879,0.77549,0.44157,1.37666,0.81742,1.50768,0.000484063,0.000484063,0.000484063
59,4130.91,0.96936,0.70205,1.19754,0.85163,0.71569,0.7747,0.44249,1.36471,0.81305,1.49315,0.000473064,0.000473064,0.000473064
60,4201.24,0.96956,0.70636,1.19799,0.84395,0.71662,0.77199,0.44251,1.36494,0.82032,1.49633,0.000462065,0.000462065,0.000462065
61,4268.88,0.96277,0.70379,1.19526,0.85989,0.71368,0.77093,0.44114,1.3705,0.81649,1.50496,0.000451066,0.000451066,0.000451066
62,4335.97,0.96073,0.70205,1.19367,0.83957,0.72346,0.77062,0.44256,1.37412,0.81742,1.5048,0.000440067,0.000440067,0.000440067
63,4407.92,0.9696,0.70546,1.19486,0.86164,0.71183,0.76904,0.43799,1.37693,0.81132,1.51192,0.000429068,0.000429068,0.000429068
64,4477.33,0.95534,0.69968,1.19626,0.84572,0.72516,0.77197,0.44447,1.36603,0.81122,1.50796,0.000418069,0.000418069,0.000418069
65,4549.38,0.95497,0.68689,1.19304,0.83567,0.7213,0.76978,0.44463,1.36861,0.82402,1.50292,0.00040707,0.00040707,0.00040707
66,4618.89,0.9474,0.69116,1.18904,0.84559,0.72295,0.7716,0.44186,1.37051,0.80878,1.5069,0.000396071,0.000396071,0.000396071
67,4692.38,0.94893,0.68065,1.18431,0.84382,0.72364,0.77124,0.43978,1.36855,0.8131,1.49608,0.000385073,0.000385073,0.000385073
68,4765.41,inf,0.6882,1.18838,0.84732,0.71849,0.77038,0.44204,1.36515,0.80921,1.49532,0.000374074,0.000374074,0.000374074
69,4843.29,0.94315,0.68068,1.18729,0.83796,0.72246,0.76809,0.43858,1.36943,0.80743,1.49929,0.000363075,0.000363075,0.000363075
70,4919.51,0.94674,0.68206,1.18475,0.83707,0.71963,0.77073,0.43995,1.36861,0.81403,1.50079,0.000352076,0.000352076,0.000352076
71,4997.69,0.93565,0.67587,1.18002,0.85115,0.71629,0.76903,0.43934,1.37575,0.81362,1.50759,0.000341077,0.000341077,0.000341077
72,5073.93,0.93526,0.67774,1.18229,0.8406,0.72301,0.76828,0.43841,1.37261,0.80863,1.50785,0.000330078,0.000330078,0.000330078
73,5147.25,0.93734,0.67553,1.18343,0.83925,0.72124,0.77143,0.43946,1.36775,0.80656,1.49712,0.000319079,0.000319079,0.000319079
