epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,21.8869,1.42969,3.14222,1.41835,0.63446,0.33343,0.43523,0.24002,1.35084,2.29084,1.44683,0.000364455,0.000364455,0.000364455
2,36.871,1.35845,1.70063,1.36671,0.77547,0.62977,0.73102,0.41875,1.38601,1.15648,1.49683,0.000727514,0.000727514,0.000727514
3,51.5058,1.3311,1.18542,1.34469,0.82858,0.78679,0.8852,0.48054,1.4049,0.8932,1.47263,0.00108324,0.00108324,0.00108324
4,66.2723,1.31897,1.02976,1.34505,0.90101,0.74228,0.88702,0.49178,1.38066,0.80951,1.4635,0.001078,0.001078,0.001078
5,80.7008,1.31726,0.98176,1.33065,0.88011,0.80374,0.88126,0.48878,1.39425,0.82478,1.50099,0.001067,0.001067,0.001067
6,95.9457,1.28897,0.93681,1.33833,0.74734,0.86326,0.88505,0.50701,1.37676,0.79434,1.47975,0.00105601,0.00105601,0.00105601
7,111.442,1.2739,0.90757,1.32533,0.81103,0.81236,0.85109,0.4882,1.38644,0.77825,1.4776,0.00104501,0.00104501,0.00104501
8,127.118,1.25896,0.8815,1.31062,0.81051,0.80455,0.86849,0.49045,1.39445,0.77603,1.48628,0.00103401,0.00103401,0.00103401
9,142.098,1.24439,0.85383,1.30521,0.86992,0.84214,0.90167,0.50569,1.40003,0.7539,1.50305,0.00102301,0.00102301,0.00102301
10,158.304,1.2766,0.85706,1.3154,0.90569,0.78408,0.88498,0.50543,1.37798,0.75353,1.47172,0.00101201,0.00101201,0.00101201
11,173.654,1.23949,0.83985,1.29217,0.91764,0.77477,0.881,0.50622,1.36616,0.74271,1.47418,0.00100101,0.00100101,0.00100101
12,189.366,1.23229,0.80927,1.29331,0.8926,0.79707,0.87151,0.50107,1.42011,0.72858,1.525,0.000990012,0.000990012,0.000990012
13,204.788,1.23091,0.7987,1.29152,0.83494,0.87231,0.89449,0.50947,1.38761,0.70806,1.48685,0.000979013,0.000979013,0.000979013
14,221.875,1.22837,0.78782,1.27842,0.90387,0.80819,0.88618,0.49352,1.43197,0.72124,1.53362,0.000968014,0.000968014,0.000968014
15,237.298,1.19583,0.77274,1.28447,0.84691,0.82332,0.8757,0.50498,1.38834,0.71173,1.51193,0.000957015,0.000957015,0.000957015
16,252.689,1.1898,0.76271,1.27496,0.91027,0.79247,0.87849,0.50038,1.41112,0.72533,1.52822,0.000946016,0.000946016,0.000946016
17,267.889,1.19447,0.75287,1.27025,0.88059,0.83025,0.87633,0.48979,1.44041,0.69825,1.53656,0.000935018,0.000935018,0.000935018
18,284.489,1.20014,0.74338,1.27707,0.90353,0.79698,0.86365,0.48411,1.44894,0.70291,1.54856,0.000924019,0.000924019,0.000924019
19,301.338,1.195,0.74016,1.26409,0.8449,0.83177,0.86495,0.4993,1.38784,0.68845,1.52777,0.00091302,0.00091302,0.00091302
20,318.901,1.17445,0.73423,1.27427,0.90192,0.80348,0.86293,0.50137,1.3917,0.6809,1.52651,0.000902021,0.000902021,0.000902021
21,335.587,1.18586,0.74502,1.25887,0.91941,0.80064,0.86938,0.48789,1.41921,0.70276,1.53544,0.000891022,0.000891022,0.000891022
22,352.275,1.17348,0.72721,1.26536,0.88432,0.79071,0.87339,0.50348,1.41931,0.69839,1.52771,0.000880023,0.000880023,0.000880023
23,367.822,1.15031,0.71171,1.25139,0.90137,0.82041,0.87605,0.49297,1.41033,0.67239,1.53009,0.000869024,0.000869024,0.000869024
24,382.895,1.16717,0.71499,1.25164,0.91092,0.79678,0.87217,0.49055,1.42058,0.67948,1.51798,0.000858025,0.000858025,0.000858025
25,397.737,1.14575,0.70897,1.23325,0.93795,0.79468,0.86726,0.49744,1.41504,0.68144,1.52986,0.000847026,0.000847026,0.000847026
26,413.466,1.13901,0.6902,1.236,0.8168,0.83471,0.86844,0.48397,1.44263,0.6895,1.57031,0.000836027,0.000836027,0.000836027
27,429.205,1.15036,0.70408,1.25622,0.8897,0.80864,0.87457,0.5027,1.41898,0.67564,1.5324,0.000825029,0.000825029,0.000825029
28,444.878,1.13805,0.68859,1.24034,0.80055,0.82096,0.85567,0.48393,1.43676,0.67808,1.55983,0.00081403,0.00081403,0.00081403
29,460.482,1.11342,0.67683,1.23237,0.88714,0.78483,0.8772,0.48967,1.43582,0.67533,1.57653,0.000803031,0.000803031,0.000803031
30,475.183,1.12059,0.68201,1.22504,0.90957,0.83748,0.88898,0.48825,1.43637,0.68305,1.55729,0.000792032,0.000792032,0.000792032
31,489.987,1.10775,0.66314,1.21979,0.87335,0.82083,0.86788,0.48443,1.41453,0.67074,1.53428,0.000781033,0.000781033,0.000781033
32,504.761,1.09621,0.65656,1.21562,0.86171,0.83637,0.87672,0.49485,1.41888,0.67219,1.55414,0.000770034,0.000770034,0.000770034
33,519.605,1.10527,0.65837,1.21905,0.87664,0.81767,0.86036,0.49302,1.44071,0.68588,1.57069,0.000759035,0.000759035,0.000759035
34,534.277,1.10265,0.66333,1.21718,0.82882,0.81963,0.85228,0.47293,1.44193,0.69114,1.55566,0.000748036,0.000748036,0.000748036
35,549.317,1.09595,0.65385,1.21256,0.81801,0.85952,0.87022,0.49081,1.42895,0.66006,1.55545,0.000737037,0.000737037,0.000737037
36,564.525,1.07556,0.63834,1.20417,0.84426,0.86119,0.88067,0.49993,1.45326,0.65854,1.57007,0.000726038,0.000726038,0.000726038
37,579.333,1.09109,0.65186,1.20777,0.86814,0.80836,0.88135,0.50958,1.42061,0.66967,1.56209,0.00071504,0.00071504,0.00071504
38,594.04,1.06163,0.63409,1.20138,0.83573,0.82764,0.87665,0.50448,1.41125,0.66985,1.54727,0.000704041,0.000704041,0.000704041
39,609.435,1.06859,0.62504,1.19015,0.91822,0.84517,0.91375,0.51345,1.44037,0.65971,1.57063,0.000693042,0.000693042,0.000693042
40,625.36,1.06302,0.62735,1.19597,0.86938,0.82209,0.88333,0.50856,1.41897,0.662,1.56332,0.000682043,0.000682043,0.000682043
41,641.662,1.07052,0.63805,1.19409,0.86493,0.843,0.88548,0.50597,1.41583,0.65675,1.56626,0.000671044,0.000671044,0.000671044
42,657.71,1.06488,0.62192,1.19521,0.90865,0.83103,0.89294,0.50069,1.42071,0.66288,1.5605,0.000660045,0.000660045,0.000660045
43,673.527,1.05673,0.61915,1.19895,0.88178,0.8006,0.87948,0.51233,1.40075,0.65142,1.55508,0.000649046,0.000649046,0.000649046
44,689.466,1.0543,0.61483,1.18786,0.85234,0.8381,0.88163,0.51506,1.40858,0.66301,1.55745,0.000638047,0.000638047,0.000638047
45,705.595,1.04687,0.61235,1.18027,0.87131,0.81137,0.87556,0.50207,1.40823,0.66142,1.55299,0.000627048,0.000627048,0.000627048
46,721.543,1.05174,0.6148,1.18647,0.84145,0.83449,0.86805,0.50635,1.42797,0.6428,1.58534,0.000616049,0.000616049,0.000616049
