epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,4318.06,0.68884,0.59018,1.15071,0.92805,0.91752,0.95459,0.84498,0.55383,0.45222,1.06625,0.005842,0.005842,0.005842
44,4416.28,0.68425,0.58586,1.15347,0.93341,0.92298,0.95499,0.84332,0.56202,0.45899,1.06786,0.005743,0.005743,0.005743
45,4514.13,0.68025,0.5879,1.15212,0.94941,0.90801,0.95574,0.84956,0.55375,0.42713,1.06024,0.005644,0.005644,0.005644
46,4612.03,0.67933,0.58025,1.15011,0.94843,0.8912,0.94877,0.83704,0.56364,0.46426,1.06464,0.005545,0.005545,0.005545
47,4710.26,0.67791,0.5816,1.14803,0.93326,0.91268,0.94528,0.83079,0.58455,0.47772,1.08484,0.005446,0.005446,0.005446
48,4808.82,0.66529,0.57248,1.14128,0.93965,0.9123,0.9515,0.83643,0.57577,0.46816,1.08339,0.005347,0.005347,0.005347
49,4909.32,0.67848,0.58909,1.1518,0.95354,0.91588,0.95959,0.85221,0.56751,0.44141,1.06505,0.005248,0.005248,0.005248
50,5010.55,0.67111,0.57104,1.14489,0.93114,0.91888,0.95127,0.84029,0.56692,0.45788,1.07348,0.005149,0.005149,0.005149
51,5107.69,0.66154,0.55993,1.1414,0.9317,0.90677,0.95031,0.83756,0.57123,0.45395,1.06771,0.00505,0.00505,0.00505
52,5206.59,0.66497,0.56274,1.14413,0.94741,0.91464,0.95598,0.84753,0.56033,0.46296,1.06291,0.004951,0.004951,0.004951
53,5303.25,0.65102,0.5471,1.13507,0.94566,0.91152,0.95748,0.85369,0.56209,0.43914,1.06698,0.004852,0.004852,0.004852
54,5400.2,0.65864,0.54502,1.13758,0.94935,0.92495,0.95868,0.85819,0.55841,0.45468,1.07027,0.004753,0.004753,0.004753
55,5498.14,0.63681,0.53249,1.12511,0.95048,0.90225,0.95645,0.85571,0.54677,0.4605,1.06169,0.004654,0.004654,0.004654
56,5595.12,0.64286,0.53272,1.12815,0.94741,0.91076,0.95304,0.859,0.55174,0.46601,1.06506,0.004555,0.004555,0.004555
57,5694.57,0.64402,0.54277,1.12798,0.9423,0.92344,0.95642,0.85036,0.56048,0.46481,1.06803,0.004456,0.004456,0.004456
58,5797.27,0.63904,0.54517,1.12853,0.93791,0.92024,0.95842,0.85113,0.5637,0.45258,1.07271,0.004357,0.004357,0.004357
59,5903.77,0.63965,0.52985,1.126,0.95509,0.91261,0.96164,0.86125,0.53537,0.41974,1.04088,0.004258,0.004258,0.004258
60,6009.68,0.63104,0.52783,1.12117,0.93992,0.92696,0.96022,0.85591,0.54826,0.41479,1.05754,0.004159,0.004159,0.004159
61,6119.46,0.63256,0.52163,1.12451,0.93417,0.92459,0.95973,0.85807,0.53824,0.40824,1.0544,0.00406,0.00406,0.00406
62,6227.93,0.6257,0.52375,1.12252,0.93905,0.92583,0.95642,0.85218,0.55427,0.42963,1.06496,0.003961,0.003961,0.003961
63,6335.18,0.62567,0.51961,1.11598,0.93005,0.91485,0.95346,0.84921,0.55114,0.44487,1.06161,0.003862,0.003862,0.003862
64,6444.85,0.6251,0.51226,1.11916,0.94835,0.91648,0.95726,0.85154,0.54586,0.45803,1.0528,0.003763,0.003763,0.003763
65,6560.22,0.62028,0.50461,1.11398,0.93467,0.91748,0.95572,0.85395,0.55288,0.45918,1.05994,0.003664,0.003664,0.003664
66,6675.33,0.61285,0.50038,1.10879,0.94263,0.92435,0.95892,0.85704,0.54578,0.43013,1.06201,0.003565,0.003565,0.003565
67,6785.59,0.61706,0.51064,1.11335,0.9494,0.91645,0.95874,0.85929,0.54002,0.42362,1.06024,0.003466,0.003466,0.003466
68,6895.46,0.60475,0.49255,1.10461,0.94351,0.9153,0.95223,0.84798,0.54935,0.43939,1.07038,0.003367,0.003367,0.003367
69,7007.28,0.60858,0.48912,1.10372,0.93268,0.92899,0.95533,0.85549,0.54666,0.41157,1.0667,0.003268,0.003268,0.003268
70,7122.65,0.59922,0.48826,1.10122,0.94521,0.93066,0.95484,0.85299,0.53823,0.41027,1.05615,0.003169,0.003169,0.003169
71,7235.7,0.59252,0.4846,1.10087,0.94389,0.93815,0.95953,0.86305,0.53649,0.40171,1.05519,0.00307,0.00307,0.00307
72,7348.71,0.59057,0.48231,1.09602,0.9531,0.93642,0.96335,0.8657,0.53533,0.41289,1.04866,0.002971,0.002971,0.002971
73,7459.52,0.59135,0.47795,1.09792,0.94812,0.93181,0.9626,0.86214,0.54105,0.41119,1.05381,0.002872,0.002872,0.002872
74,7569.49,0.59051,0.48185,1.09894,0.93695,0.9374,0.95986,0.85926,0.53816,0.40567,1.05063,0.002773,0.002773,0.002773
75,7683.4,0.58508,0.47665,1.09657,0.94381,0.92453,0.95726,0.86002,0.52598,0.4168,1.0399,0.002674,0.002674,0.002674
76,7790.37,0.5897,0.48254,1.09545,0.94716,0.92839,0.96119,0.86379,0.52924,0.39949,1.04077,0.002575,0.002575,0.002575
77,7897.97,0.57715,0.4672,1.08938,0.93747,0.93766,0.9572,0.86044,0.52783,0.3975,1.04307,0.002476,0.002476,0.002476
78,8004.85,0.57367,0.46121,1.08565,0.95227,0.9321,0.95917,0.86546,0.52663,0.39993,1.0436,0.002377,0.002377,0.002377
79,8112.5,0.57079,0.46564,1.08943,0.95458,0.93108,0.95982,0.86601,0.52595,0.39648,1.04534,0.002278,0.002278,0.002278
80,8222.03,0.57405,0.46787,1.09008,0.94883,0.9268,0.95896,0.86761,0.51546,0.39014,1.03913,0.002179,0.002179,0.002179
81,8329.95,0.56252,0.44481,1.07962,0.94913,0.92753,0.95886,0.86369,0.51975,0.40184,1.04625,0.00208,0.00208,0.00208
82,8438.33,0.56334,0.44661,1.08425,0.95456,0.92247,0.95824,0.86163,0.52336,0.41498,1.04761,0.001981,0.001981,0.001981
83,8545.61,0.56157,0.44703,1.08406,0.95559,0.92037,0.95606,0.86602,0.52278,0.42238,1.04523,0.001882,0.001882,0.001882
84,8655.61,0.56049,0.44352,1.08101,0.95399,0.93054,0.95365,0.86161,0.52565,0.41261,1.04573,0.001783,0.001783,0.001783
85,8763.61,0.55162,0.43533,1.07727,0.94943,0.92936,0.9553,0.86227,0.5241,0.41135,1.04462,0.001684,0.001684,0.001684
86,8869.99,0.55052,0.43032,1.07663,0.94809,0.92868,0.95625,0.86376,0.5238,0.40553,1.04307,0.001585,0.001585,0.001585
87,8971.2,0.54643,0.43166,1.07291,0.94868,0.92755,0.95454,0.86452,0.52562,0.40573,1.04408,0.001486,0.001486,0.001486
88,9070.27,0.54923,0.43076,1.07345,0.95967,0.91874,0.95596,0.86453,0.52442,0.40546,1.04192,0.001387,0.001387,0.001387
89,9169.72,0.53572,0.4285,1.0692,0.94789,0.92903,0.95497,0.86666,0.52397,0.41405,1.04328,0.001288,0.001288,0.001288
90,9269.08,0.53875,0.41946,1.0686,0.95349,0.92572,0.95324,0.86382,0.5226,0.41081,1.04506,0.001189,0.001189,0.001189
91,9387.78,0.42264,0.23842,1.03077,0.94615,0.92764,0.95206,0.86544,0.52179,0.41188,1.04372,0.00109,0.00109,0.00109
92,9486.46,0.40585,0.22129,1.01542,0.94551,0.92619,0.95078,0.86322,0.51996,0.4145,1.03994,0.000991,0.000991,0.000991
93,9585.11,0.39406,0.21474,1.00921,0.95343,0.92151,0.95012,0.86509,0.517,0.41232,1.0355,0.000892,0.000892,0.000892
94,9683.72,0.3805,0.20765,0.99574,0.95668,0.92265,0.9529,0.87,0.51256,0.40773,1.03144,0.000793,0.000793,0.000793
95,9782.53,0.38121,0.2058,0.99876,0.95492,0.92538,0.95179,0.86993,0.50715,0.40424,1.02777,0.000694,0.000694,0.000694
96,9881.06,0.37614,0.20244,0.99276,0.95473,0.92589,0.95136,0.87048,0.50295,0.40567,1.02336,0.000595,0.000595,0.000595
97,9979.58,0.36751,0.20036,0.9888,0.95623,0.92607,0.95147,0.87238,0.50052,0.40736,1.02171,0.000496,0.000496,0.000496
98,10078.1,0.36308,0.19702,0.98338,0.95223,0.92308,0.95113,0.87206,0.49895,0.40577,1.02317,0.000397,0.000397,0.000397
99,10176.7,0.35903,0.19661,0.98088,0.95372,0.92188,0.95087,0.87125,0.49739,0.40908,1.0216,0.000298,0.000298,0.000298
100,10275.2,0.35683,0.19497,0.97919,0.95173,0.92195,0.95053,0.8724,0.49503,0.40988,1.02004,0.000199,0.000199,0.000199
